new_index,gid,team_slug_home,away_home_home,fg_home,fga_home,fg%_home,3p_home,3pa_home,3p%_home,ft_home,fta_home,ft%_home,orb_home,drb_home,trb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,betting_line_home,betting_line_terms,team_slug_away,away_home_away,fg_away,fga_away,fg%_away,3p_away,3pa_away,3p%_away,ft_away,fta_away,ft%_away,orb_away,drb_away,trb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,date,betting_line_away,over_under_terms,over_under
2536,201603210BOS,BOS,home,40,85,0.471,7,22,0.318,20,24,0.833,9,37,46,22,8,6,14,16,107,-9.0,-105.0,ORL,away,39,93,0.419,5,19,0.263,13,19,0.684,14,31,45,15,9,7,11,20,96,2016-03-21,9.0,-110.0,218.0
2537,201603230BOS,BOS,home,35,80,0.438,8,20,0.4,13,21,0.619,7,41,48,24,5,5,8,18,91,-3.5,-113.0,TOR,away,31,89,0.348,6,22,0.273,11,20,0.55,15,37,52,13,3,7,11,15,79,2016-03-23,3.5,-105.0,206.0
2538,201604060BOS,BOS,home,36,87,0.414,10,34,0.294,22,27,0.815,8,33,41,24,10,7,9,20,104,-14.5,100.0,NOP,away,34,78,0.436,9,24,0.375,20,23,0.87,8,41,49,21,5,2,22,28,97,2016-04-06,14.5,-107.0,209.0
2539,201604080BOS,BOS,home,44,78,0.564,6,14,0.429,30,38,0.789,4,30,34,35,6,9,14,23,124,-11.0,-108.0,MIL,away,41,84,0.488,7,17,0.412,20,29,0.69,7,31,38,30,10,5,19,27,109,2016-04-08,11.0,-108.0,204.0
2540,201604110BOS,BOS,home,34,89,0.382,8,24,0.333,24,29,0.828,13,33,46,17,6,1,12,17,100,-6.5,-105.0,CHO,away,41,81,0.506,14,32,0.438,18,22,0.818,7,37,44,23,10,7,14,20,114,2016-04-11,6.5,-110.0,210.0
2541,201604130BOS,BOS,home,37,86,0.43,5,14,0.357,19,22,0.864,10,29,39,20,7,3,7,20,98,-4.5,-107.0,MIA,away,38,88,0.432,2,19,0.105,10,12,0.833,14,30,44,14,5,10,8,21,88,2016-04-13,4.5,-107.0,206.0
2542,201510280BRK,BRK,home,39,93,0.419,0,9,0.0,22,28,0.786,16,29,45,19,11,5,13,18,100,5.0,-101.0,CHI,away,42,78,0.538,14,28,0.5,17,20,0.85,5,34,39,20,9,3,19,24,115,2015-10-28,-5.0,-101.0,196.0
2543,201511020BRK,BRK,home,36,79,0.456,6,19,0.316,18,22,0.818,10,25,35,21,3,4,18,23,96,1.5,-105.0,MIL,away,38,73,0.521,9,23,0.391,18,26,0.692,8,28,36,24,6,7,14,23,103,2015-11-02,-1.5,-105.0,194.0
2544,201511060BRK,BRK,home,40,93,0.43,3,19,0.158,15,20,0.75,14,32,46,21,6,6,15,29,98,-3.0,-106.0,LAL,away,33,78,0.423,7,23,0.304,31,40,0.775,5,35,40,14,9,6,15,22,104,2015-11-06,3.0,-110.0,207.5
2545,201511170BRK,BRK,home,37,84,0.44,9,20,0.45,7,13,0.538,9,35,44,22,14,3,11,14,90,4.5,100.0,ATL,away,33,76,0.434,12,29,0.414,10,14,0.714,8,36,44,22,7,7,20,17,88,2015-11-17,-4.5,100.0,197.5
2546,201511220BRK,BRK,home,40,79,0.506,5,15,0.333,26,33,0.788,14,35,49,18,11,4,14,20,111,5.5,-105.0,BOS,away,35,82,0.427,14,37,0.378,17,21,0.81,10,25,35,19,9,2,17,28,101,2015-11-22,-5.5,-105.0,201.0
2547,201511290BRK,BRK,home,35,81,0.432,4,12,0.333,13,16,0.813,7,44,51,15,8,11,19,16,87,5.0,100.0,DET,away,34,101,0.337,6,24,0.25,9,21,0.429,19,32,51,19,11,1,14,15,83,2015-11-29,-5.0,100.0,194.0
2548,201512010BRK,BRK,home,41,84,0.488,4,13,0.308,8,12,0.667,6,36,42,23,10,4,15,19,94,3.5,-113.0,PHO,away,33,75,0.44,10,28,0.357,15,22,0.682,4,35,39,20,9,3,16,13,91,2015-12-01,-3.5,-113.0,208.5
2549,201512060BRK,BRK,home,39,89,0.438,5,17,0.294,15,23,0.652,11,35,46,21,8,2,13,18,98,11.0,-107.0,GSW,away,44,86,0.512,14,33,0.424,12,23,0.522,10,36,46,25,9,9,12,18,114,2015-12-06,-11.0,-107.0,209.5
2550,201512080BRK,BRK,home,45,81,0.556,7,18,0.389,13,16,0.813,12,30,42,27,14,7,24,17,110,5.0,-107.0,HOU,away,39,82,0.476,15,35,0.429,12,17,0.706,10,26,36,26,20,3,23,15,105,2015-12-08,-5.0,-107.0,206.5
2551,201512100BRK,BRK,home,37,74,0.5,6,14,0.429,20,27,0.741,9,34,43,22,5,1,19,20,100,-7.0,104.0,PHI,away,34,87,0.391,4,31,0.129,19,22,0.864,13,25,38,17,14,6,10,22,91,2015-12-10,7.0,-110.0,199.0
2552,201512120BRK,BRK,home,35,79,0.443,5,19,0.263,25,30,0.833,12,34,46,17,5,2,16,22,100,6.5,-109.0,LAC,away,43,86,0.5,8,24,0.333,11,18,0.611,7,33,40,28,12,0,12,21,105,2015-12-12,-6.5,-109.0,205.5
2553,201512140BRK,BRK,home,31,80,0.388,7,19,0.368,13,16,0.813,9,30,39,23,5,0,17,19,82,3.5,-105.0,ORL,away,41,76,0.539,9,21,0.429,14,20,0.7,7,36,43,24,12,3,16,18,105,2015-12-14,-3.5,-105.0,198.5
2554,201512160BRK,BRK,home,42,89,0.472,4,16,0.25,10,14,0.714,10,25,35,24,6,3,6,18,98,5.0,-102.0,MIA,away,40,75,0.533,7,21,0.333,17,24,0.708,8,37,45,16,4,6,12,13,104,2015-12-16,-5.0,-102.0,191.5
2555,201512200BRK,BRK,home,32,78,0.41,5,21,0.238,16,20,0.8,6,33,39,26,7,2,14,20,85,1.5,-111.0,MIN,away,38,80,0.475,3,12,0.25,21,24,0.875,7,39,46,29,12,5,13,21,100,2015-12-20,-1.5,-111.0,202.0
2556,201512230BRK,BRK,home,51,101,0.505,10,19,0.526,6,14,0.429,15,28,43,32,9,4,11,17,118,3.5,100.0,DAL,away,45,82,0.549,16,34,0.471,13,15,0.867,5,29,34,27,3,4,17,18,119,2015-12-23,-3.5,100.0,199.5
2557,201512260BRK,BRK,home,43,89,0.483,5,17,0.294,5,16,0.313,16,34,50,24,8,5,19,22,96,3.0,-101.0,WAS,away,42,84,0.5,12,27,0.444,15,22,0.682,7,32,39,32,10,5,11,20,111,2015-12-26,-3.0,-101.0,205.5
2558,201601040BRK,BRK,home,32,85,0.376,6,28,0.214,24,27,0.889,16,37,53,16,4,6,14,18,94,7.5,-103.0,BOS,away,41,92,0.446,6,21,0.286,15,19,0.789,12,36,48,22,10,5,7,21,103,2016-01-04,-7.5,-103.0,201.5
2559,201601060BRK,BRK,home,31,78,0.397,5,16,0.313,7,12,0.583,6,33,39,18,8,4,18,18,74,7.0,-106.0,TOR,away,35,80,0.438,4,22,0.182,17,18,0.944,12,37,49,16,12,7,17,15,91,2016-01-06,-7.0,-106.0,195.5
2560,201601080BRK,BRK,home,29,73,0.397,7,22,0.318,12,20,0.6,10,31,41,17,4,2,15,14,77,3.0,-107.0,ORL,away,33,83,0.398,13,28,0.464,4,6,0.667,13,36,49,25,7,4,14,22,83,2016-01-08,-3.0,-107.0,191.5
2561,201601110BRK,BRK,home,33,73,0.452,2,12,0.167,11,13,0.846,5,25,30,15,5,3,15,18,79,14.5,100.0,SAS,away,44,82,0.537,4,13,0.308,14,19,0.737,10,30,40,27,8,4,12,15,106,2016-01-11,-14.5,100.0,195.0
2562,201601130BRK,BRK,home,45,86,0.523,9,17,0.529,11,14,0.786,8,37,45,24,8,3,15,15,110,3.5,-104.0,NYK,away,41,91,0.451,7,22,0.318,15,23,0.652,15,32,47,19,10,3,13,13,104,2016-01-13,-3.5,-104.0,191.5
2563,201601150BRK,BRK,home,38,85,0.447,8,19,0.421,20,28,0.714,16,30,46,22,6,5,12,10,104,4.0,-102.0,POR,away,47,93,0.505,15,35,0.429,7,11,0.636,12,30,42,26,7,5,9,18,116,2016-01-15,-4.0,-102.0,205.0
2564,201601200BRK,BRK,home,35,84,0.417,4,19,0.211,4,8,0.5,9,30,39,20,4,4,12,16,78,12.5,-108.0,CLE,away,36,77,0.468,5,17,0.294,14,20,0.7,6,39,45,15,6,3,13,13,91,2016-01-20,-12.5,-108.0,197.0
2565,201601220BRK,BRK,home,33,75,0.44,6,16,0.375,14,18,0.778,6,18,24,24,5,2,11,15,86,6.0,-103.0,UTA,away,43,75,0.573,9,16,0.563,13,15,0.867,9,31,40,28,5,4,14,20,108,2016-01-22,-6.0,-103.0,188.5
2566,201601240BRK,BRK,home,45,94,0.479,8,17,0.471,18,25,0.72,18,31,49,24,10,7,11,17,116,13.0,-108.0,OKC,away,43,93,0.462,8,26,0.308,12,19,0.632,14,32,46,20,7,5,14,19,106,2016-01-24,-13.0,-108.0,209.0
2567,201601260BRK,BRK,home,36,71,0.507,9,18,0.5,17,23,0.739,3,29,32,24,5,2,16,15,98,3.5,100.0,MIA,away,45,83,0.542,3,9,0.333,9,10,0.9,5,32,37,27,10,4,12,20,102,2016-01-26,-3.5,100.0,192.0
2568,201602010BRK,BRK,home,40,82,0.488,7,16,0.438,13,15,0.867,7,32,39,28,5,4,11,15,100,7.0,-105.0,DET,away,42,98,0.429,10,30,0.333,11,16,0.688,19,30,49,18,5,4,9,15,105,2016-02-01,-7.0,-105.0,202.5
2569,201602030BRK,BRK,home,36,81,0.444,7,23,0.304,21,31,0.677,9,31,40,25,5,2,16,20,100,6.5,-104.0,IND,away,44,88,0.5,12,24,0.5,14,17,0.824,10,34,44,23,11,5,15,20,114,2016-02-03,-6.5,-104.0,199.0
2570,201602050BRK,BRK,home,48,86,0.558,18,28,0.643,14,15,0.933,11,35,46,29,5,4,21,20,128,5.5,-103.0,SAC,away,45,89,0.506,8,26,0.308,21,22,0.955,5,26,31,30,15,3,11,19,119,2016-02-05,-5.5,-103.0,213.5
2571,201602080BRK,BRK,home,42,81,0.519,9,19,0.474,12,15,0.8,8,31,39,23,6,6,15,11,105,2.5,-107.0,DEN,away,42,90,0.467,9,25,0.36,11,13,0.846,12,30,42,24,10,2,12,16,104,2016-02-08,-2.5,-107.0,205.5
2572,201602100BRK,BRK,home,33,71,0.465,11,22,0.5,13,19,0.684,8,27,35,25,4,2,20,12,90,4.0,-106.0,MEM,away,45,86,0.523,9,20,0.45,10,12,0.833,10,25,35,26,15,2,10,18,109,2016-02-10,-4.0,-106.0,198.0
2573,201602190BRK,BRK,home,42,86,0.488,8,17,0.471,17,20,0.85,7,35,42,26,14,6,7,17,109,5.0,-102.0,NYK,away,36,82,0.439,10,26,0.385,16,18,0.889,8,36,44,20,6,6,16,17,98,2016-02-19,-5.0,-102.0,199.0
2574,201602210BRK,BRK,home,35,81,0.432,5,22,0.227,21,24,0.875,9,33,42,23,8,4,14,15,96,7.0,-100.0,CHO,away,40,79,0.506,10,27,0.37,14,15,0.933,6,35,41,23,7,1,15,21,104,2016-02-21,-7.0,-100.0,204.5
2575,201603130BRK,BRK,home,39,70,0.557,12,27,0.444,10,13,0.769,3,28,31,25,3,6,20,18,100,1.5,-102.0,MIL,away,45,89,0.506,6,14,0.429,13,21,0.619,15,26,41,27,13,3,9,12,109,2016-03-13,-1.5,-102.0,208.5
2576,201603150BRK,BRK,home,47,90,0.522,10,24,0.417,27,31,0.871,14,38,52,23,12,3,12,20,131,-7.0,-108.0,PHI,away,41,88,0.466,11,30,0.367,21,26,0.808,9,25,34,26,6,4,17,21,114,2016-03-15,7.0,-105.0,212.5
2577,201603220BRK,BRK,home,34,74,0.459,8,18,0.444,24,27,0.889,6,38,44,21,4,2,16,24,100,6.0,-105.0,CHO,away,39,82,0.476,10,28,0.357,17,21,0.81,3,33,36,21,7,5,8,21,105,2016-03-22,-6.0,-105.0,207.0
2578,201603240BRK,BRK,home,41,89,0.461,8,22,0.364,14,19,0.737,10,36,46,28,10,5,9,16,104,9.5,-105.0,CLE,away,39,89,0.438,10,38,0.263,7,9,0.778,11,34,45,22,3,2,14,20,95,2016-03-24,-9.5,-105.0,210.0
2579,201603260BRK,BRK,home,42,77,0.545,5,11,0.455,31,36,0.861,7,33,40,24,13,1,20,23,120,6.0,-102.0,IND,away,37,77,0.481,11,24,0.458,25,30,0.833,6,25,31,24,15,4,19,26,110,2016-03-26,-6.0,-102.0,205.0
2580,201604030BRK,BRK,home,33,85,0.388,8,23,0.348,13,21,0.619,21,29,50,20,5,3,20,23,87,-2.5,-106.0,NOP,away,42,76,0.553,8,22,0.364,14,23,0.609,5,27,32,31,11,7,12,21,106,2016-04-03,2.5,-107.0,201.0
2581,201604110BRK,BRK,home,44,98,0.449,10,31,0.323,13,21,0.619,13,30,43,24,9,9,10,16,111,6.5,-103.0,WAS,away,46,89,0.517,9,25,0.36,19,24,0.792,9,38,47,27,8,1,14,18,120,2016-04-11,-6.5,-103.0,213.5
2582,201604130BRK,BRK,home,39,89,0.438,10,26,0.385,8,12,0.667,5,34,39,26,8,8,8,17,96,5.5,-103.0,TOR,away,41,93,0.441,13,37,0.351,8,15,0.533,16,41,57,24,5,10,9,12,103,2016-04-13,-5.5,-103.0,206.5
2583,201510270CHI,CHI,home,37,87,0.425,7,19,0.368,16,23,0.696,7,40,47,13,6,10,13,22,97,-4.0,-105.0,CLE,away,38,94,0.404,9,29,0.31,10,17,0.588,11,39,50,26,5,7,10,21,95,2015-10-27,4.0,-108.0,198.5
2584,201511010CHI,CHI,home,33,87,0.379,7,28,0.25,19,22,0.864,11,36,47,23,7,8,13,16,92,-8.0,-107.0,ORL,away,35,90,0.389,7,23,0.304,10,17,0.588,12,31,43,21,7,11,16,19,87,2015-11-01,8.0,-110.0,199.0
2585,201511050CHI,CHI,home,40,90,0.444,7,18,0.389,17,21,0.81,11,36,47,20,3,7,6,17,104,-1.0,-110.0,OKC,away,38,84,0.452,5,13,0.385,17,20,0.85,9,35,44,21,2,8,9,18,98,2015-11-05,1.0,-113.0,212.5
2586,201511070CHI,CHI,home,33,93,0.355,11,32,0.344,16,23,0.696,10,40,50,20,7,6,18,26,93,-9.0,-105.0,MIN,away,39,96,0.406,7,16,0.438,17,27,0.63,14,44,58,26,8,7,15,23,102,2015-11-07,9.0,-106.0,201.5
2587,201511130CHI,CHI,home,37,84,0.44,4,16,0.25,24,31,0.774,10,47,57,27,4,6,11,16,102,-6.5,-108.0,CHO,away,36,95,0.379,15,33,0.455,10,12,0.833,9,36,45,21,9,4,6,21,97,2015-11-13,6.5,-109.0,199.0
2588,201511160CHI,CHI,home,35,86,0.407,6,15,0.4,20,32,0.625,10,38,48,26,9,9,8,20,96,-6.5,-103.0,IND,away,35,87,0.402,9,21,0.429,16,24,0.667,11,39,50,19,4,5,12,21,95,2015-11-16,6.5,-105.0,197.0
2589,201511300CHI,CHI,home,37,86,0.43,6,16,0.375,12,20,0.6,12,39,51,25,4,6,10,21,92,4.5,-103.0,SAS,away,37,90,0.411,2,14,0.143,13,18,0.722,12,35,47,20,5,4,9,17,89,2015-11-30,-4.5,-103.0,189.0
2590,201512020CHI,CHI,home,36,89,0.404,6,17,0.353,21,27,0.778,15,47,62,22,3,10,14,17,99,-9.5,-110.0,DEN,away,36,93,0.387,5,15,0.333,13,22,0.591,13,36,49,26,8,8,7,22,90,2015-12-02,9.5,-105.0,197.0
2591,201512050CHI,CHI,home,37,89,0.416,9,25,0.36,13,19,0.684,12,40,52,29,5,5,14,19,96,-5.5,-108.0,CHO,away,37,89,0.416,10,34,0.294,18,25,0.72,13,37,50,23,10,3,9,18,102,2015-12-05,5.5,-105.0,195.5
2592,201512070CHI,CHI,home,41,90,0.456,6,21,0.286,13,18,0.722,16,32,48,28,11,8,20,19,101,-7.0,-108.0,PHO,away,41,92,0.446,7,17,0.412,14,17,0.824,10,30,40,18,12,4,18,17,103,2015-12-07,7.0,-111.0,203.5
2593,201512100CHI,CHI,home,31,87,0.356,7,23,0.304,14,16,0.875,13,41,54,20,8,6,11,12,83,1.5,100.0,LAC,away,30,88,0.341,10,22,0.455,10,12,0.833,15,37,52,22,4,4,13,15,80,2015-12-10,-1.5,100.0,203.5
2594,201512120CHI,CHI,home,33,78,0.423,8,20,0.4,24,29,0.828,7,41,48,17,6,6,13,10,98,-7.0,-110.0,NOP,away,40,89,0.449,6,16,0.375,8,11,0.727,5,36,41,26,9,6,10,22,94,2015-12-12,7.0,-107.0,202.0
2595,201512140CHI,CHI,home,43,85,0.506,8,22,0.364,21,26,0.808,10,43,53,28,7,8,13,15,115,-13.5,-105.0,PHI,away,38,92,0.413,11,31,0.355,9,13,0.692,9,27,36,19,6,8,11,17,96,2015-12-14,13.5,-110.0,195.0
2596,201512160CHI,CHI,home,38,86,0.442,9,24,0.375,13,19,0.684,9,36,45,22,5,6,14,17,98,-4.0,-110.0,MEM,away,32,76,0.421,5,19,0.263,16,28,0.571,5,36,41,27,6,5,13,20,85,2015-12-16,4.0,-105.0,194.0
2597,201512180CHI,CHI,home,50,120,0.417,5,22,0.227,39,44,0.886,20,42,62,21,5,9,16,35,144,-5.0,-104.0,DET,away,56,124,0.452,8,29,0.276,27,46,0.587,19,45,64,28,7,4,11,35,147,2015-12-18,5.0,-105.0,197.0
2598,201512210CHI,CHI,home,43,95,0.453,9,26,0.346,7,13,0.538,15,30,45,32,8,8,13,15,102,-10.5,-113.0,BRK,away,43,94,0.457,7,20,0.35,12,14,0.857,15,36,51,26,9,4,14,13,105,2015-12-21,10.5,-113.0,196.5
2599,201512280CHI,CHI,home,40,87,0.46,8,21,0.381,16,24,0.667,11,38,49,23,4,10,10,15,104,-1.5,-109.0,TOR,away,38,88,0.432,6,20,0.3,15,24,0.625,11,35,46,23,5,5,7,19,97,2015-12-28,1.5,-105.0,198.0
2600,201512300CHI,CHI,home,37,86,0.43,6,18,0.333,22,27,0.815,14,39,53,15,6,10,21,19,102,-3.0,-106.0,IND,away,37,97,0.381,7,22,0.318,19,24,0.792,16,30,46,18,14,7,12,21,100,2015-12-30,3.0,-105.0,201.5
2601,201601010CHI,CHI,home,39,85,0.459,10,16,0.625,20,25,0.8,14,40,54,27,4,9,7,19,108,-7.0,-105.0,NYK,away,31,84,0.369,6,19,0.316,13,17,0.765,11,31,42,16,3,7,11,25,81,2016-01-01,7.0,-113.0,199.0
2602,201601050CHI,CHI,home,46,83,0.554,5,19,0.263,20,20,1.0,7,38,45,27,5,10,15,11,117,-8.5,-103.0,MIL,away,46,102,0.451,6,16,0.375,8,14,0.571,17,26,43,28,9,3,10,19,106,2016-01-05,8.5,-105.0,201.0
2603,201601070CHI,CHI,home,39,94,0.415,9,22,0.409,14,17,0.824,12,42,54,23,4,5,16,18,101,-6.5,-103.0,BOS,away,35,98,0.357,5,25,0.2,17,22,0.773,15,36,51,17,11,3,11,19,92,2016-01-07,6.5,-109.0,204.0
2604,201601110CHI,CHI,home,34,81,0.42,9,22,0.409,23,27,0.852,10,34,44,18,5,6,16,16,100,-8.5,-105.0,WAS,away,48,99,0.485,9,24,0.375,9,10,0.9,13,30,43,31,10,7,9,23,114,2016-01-11,8.5,-105.0,208.0
2605,201601150CHI,CHI,home,31,86,0.36,2,19,0.105,13,15,0.867,12,35,47,16,6,2,8,19,77,-1.0,-105.0,DAL,away,30,77,0.39,8,22,0.364,15,17,0.882,7,36,43,20,1,6,9,16,83,2016-01-15,1.0,-108.0,201.0
2606,201601200CHI,CHI,home,37,100,0.37,1,20,0.05,19,24,0.792,16,33,49,14,4,4,10,17,94,6.0,-102.0,GSW,away,50,95,0.526,12,32,0.375,13,20,0.65,12,43,55,38,8,9,10,17,125,2016-01-20,-6.0,-102.0,216.0
2607,201601250CHI,CHI,home,35,88,0.398,5,18,0.278,9,12,0.75,12,37,49,18,5,3,13,18,84,-6.5,-108.0,MIA,away,37,81,0.457,3,14,0.214,12,17,0.706,6,40,46,21,7,3,11,15,89,2016-01-25,6.5,-105.0,192.0
2608,201602100CHI,CHI,home,38,86,0.442,5,14,0.357,9,12,0.75,11,34,45,21,7,3,18,17,90,3.5,-110.0,ATL,away,43,90,0.478,13,33,0.394,14,15,0.933,11,35,46,25,16,7,12,14,113,2016-02-10,-3.5,-110.0,206.0
2609,201602190CHI,CHI,home,48,93,0.516,7,16,0.438,13,20,0.65,11,38,49,32,4,6,9,27,116,7.5,100.0,TOR,away,38,88,0.432,5,18,0.278,25,34,0.735,11,34,45,22,7,7,8,19,106,2016-02-19,-7.5,100.0,200.0
2610,201602210CHI,CHI,home,44,79,0.557,13,19,0.684,25,26,0.962,8,30,38,30,2,7,8,21,126,-7.0,-103.0,LAL,away,43,93,0.462,7,21,0.333,22,33,0.667,17,27,44,13,5,4,7,20,115,2016-02-21,7.0,-105.0,210.0
2611,201602240CHI,CHI,home,44,88,0.5,8,23,0.348,13,16,0.813,7,43,50,26,6,2,15,22,109,1.0,-101.0,WAS,away,38,90,0.422,9,28,0.321,19,26,0.731,9,33,42,19,11,4,11,22,104,2016-02-24,-1.0,-101.0,212.0
2612,201602270CHI,CHI,home,39,94,0.415,7,22,0.318,10,12,0.833,10,40,50,33,4,6,9,21,95,4.0,-105.0,POR,away,38,87,0.437,5,21,0.238,22,27,0.815,8,39,47,20,6,7,10,17,103,2016-02-27,-4.0,-105.0,210.0
2613,201603050CHI,CHI,home,36,79,0.456,9,21,0.429,27,34,0.794,12,41,53,28,8,4,25,21,108,-2.0,-105.0,HOU,away,35,87,0.402,9,35,0.257,21,30,0.7,11,29,40,22,17,3,18,27,100,2016-03-05,2.0,-108.0,216.0
2614,201603070CHI,CHI,home,39,78,0.5,10,25,0.4,12,15,0.8,6,38,44,35,5,11,18,18,100,-4.5,-105.0,MIL,away,36,91,0.396,7,18,0.389,11,17,0.647,18,30,48,24,7,5,11,19,90,2016-03-07,4.5,-110.0,212.0
2615,201603110CHI,CHI,home,38,81,0.469,8,21,0.381,12,15,0.8,7,32,39,27,7,6,18,14,96,4.0,-105.0,MIA,away,47,91,0.516,10,18,0.556,14,20,0.7,9,34,43,30,14,6,8,13,118,2016-03-11,-4.0,-105.0,199.5
2616,201603170CHI,CHI,home,46,94,0.489,11,24,0.458,15,15,1.0,16,34,50,26,6,8,9,16,118,-7.0,-110.0,BRK,away,40,86,0.465,6,21,0.286,16,20,0.8,12,27,39,22,7,3,9,18,102,2016-03-17,7.0,-107.0,213.0
2617,201603190CHI,CHI,home,39,80,0.488,6,19,0.316,8,11,0.727,11,31,42,24,4,6,11,12,92,-1.0,-108.0,UTA,away,35,86,0.407,8,27,0.296,7,12,0.583,15,25,40,22,5,4,10,14,85,2016-03-19,1.0,-105.0,195.0
2618,201603210CHI,CHI,home,41,91,0.451,12,24,0.5,15,23,0.652,11,29,40,28,13,7,9,16,109,-8.0,-110.0,SAC,away,40,88,0.455,9,29,0.31,13,16,0.813,14,36,50,23,6,2,19,19,102,2016-03-21,8.0,-110.0,219.5
2619,201603230CHI,CHI,home,38,82,0.463,15,32,0.469,16,21,0.762,6,28,34,29,7,5,6,12,107,-9.0,-105.0,NYK,away,45,87,0.517,14,25,0.56,11,15,0.733,14,39,53,28,4,6,10,16,115,2016-03-23,9.0,-107.0,202.0
2620,201603280CHI,CHI,home,40,106,0.377,9,22,0.409,11,15,0.733,18,40,58,22,4,5,7,17,100,3.5,-105.0,ATL,away,36,85,0.424,5,22,0.227,25,28,0.893,7,41,48,22,4,13,8,13,102,2016-03-28,-3.5,-105.0,207.0
2621,201604020CHI,CHI,home,34,88,0.386,9,25,0.36,13,15,0.867,11,36,47,21,6,10,11,25,90,-3.0,-104.0,DET,away,32,76,0.421,10,20,0.5,20,34,0.588,7,38,45,17,8,2,10,16,94,2016-04-02,3.0,-105.0,206.0
2622,201604090CHI,CHI,home,40,89,0.449,8,24,0.333,17,21,0.81,13,32,45,19,8,6,12,22,105,7.0,-106.0,CLE,away,36,83,0.434,19,40,0.475,11,18,0.611,12,30,42,24,5,5,15,18,102,2016-04-09,-7.0,-106.0,204.5
2623,201604130CHI,CHI,home,39,83,0.47,15,24,0.625,22,27,0.815,16,37,53,27,8,8,17,13,115,-9.5,-104.0,PHI,away,37,81,0.457,17,35,0.486,14,18,0.778,4,27,31,28,10,7,13,24,105,2016-04-13,9.5,-109.0,211.5
2624,201511010CHO,CHO,home,32,86,0.372,14,37,0.378,14,15,0.933,9,36,45,27,7,13,11,14,92,2.0,-113.0,ATL,away,37,88,0.42,7,29,0.241,13,14,0.929,9,39,48,22,9,6,11,16,94,2015-11-01,-2.0,-113.0,195.0
2625,201511030CHO,CHO,home,47,91,0.516,14,23,0.609,22,23,0.957,12,40,52,26,6,4,9,11,130,4.0,-107.0,CHI,away,44,90,0.489,14,30,0.467,3,8,0.375,4,29,33,26,5,0,12,19,105,2015-11-03,-4.0,-107.0,193.5
2626,201511110CHO,CHO,home,35,84,0.417,8,23,0.348,17,28,0.607,7,26,33,21,11,5,5,9,95,-6.5,-103.0,NYK,away,42,86,0.488,4,21,0.19,5,7,0.714,11,41,52,20,5,5,16,24,93,2015-11-11,6.5,-107.0,200.5
2627,201511150CHO,CHO,home,41,83,0.494,9,31,0.29,15,19,0.789,7,30,37,29,6,9,11,16,106,-4.5,-113.0,POR,away,35,89,0.393,5,21,0.238,19,21,0.905,16,30,46,20,5,3,12,25,94,2015-11-15,4.5,-105.0,206.5
2628,201511180CHO,CHO,home,39,80,0.488,11,25,0.44,27,36,0.75,9,40,49,27,5,8,15,16,116,-6.5,103.0,BRK,away,44,91,0.484,5,15,0.333,18,22,0.818,5,32,37,25,5,4,9,23,111,2015-11-18,6.5,-106.0,193.5
2629,201511200CHO,CHO,home,40,81,0.494,12,25,0.48,21,22,0.955,5,36,41,25,7,10,11,21,113,-11.0,-102.0,PHI,away,32,79,0.405,8,26,0.308,16,22,0.727,9,33,42,21,5,6,17,18,88,2015-11-20,11.0,-110.0,198.0
2630,201511230CHO,CHO,home,49,98,0.5,9,29,0.31,20,26,0.769,8,40,48,24,10,7,19,19,127,-3.5,-106.0,SAC,away,52,104,0.5,8,31,0.258,10,16,0.625,8,38,46,34,10,8,20,30,122,2015-11-23,3.5,-105.0,210.5
2631,201511250CHO,CHO,home,39,83,0.47,8,26,0.308,15,15,1.0,9,42,51,22,5,6,19,17,101,-3.5,-107.0,WAS,away,31,87,0.356,10,32,0.313,15,18,0.833,11,30,41,15,13,4,14,20,87,2015-11-25,3.5,-110.0,210.0
2632,201511270CHO,CHO,home,33,80,0.413,5,25,0.2,19,25,0.76,7,31,38,20,7,7,11,25,90,4.0,-107.0,CLE,away,34,81,0.42,8,25,0.32,19,25,0.76,12,38,50,17,3,2,16,22,95,2015-11-27,-4.0,-107.0,204.0
2633,201511290CHO,CHO,home,27,70,0.386,15,31,0.484,18,22,0.818,7,36,43,20,6,6,13,16,87,-6.5,100.0,MIL,away,33,82,0.402,8,28,0.286,8,14,0.571,13,33,46,25,9,2,14,24,82,2015-11-29,6.5,-109.0,201.5
2634,201512020CHO,CHO,home,35,94,0.372,9,31,0.29,20,30,0.667,13,28,41,19,10,7,8,13,99,9.0,-105.0,GSW,away,46,88,0.523,16,34,0.471,8,11,0.727,11,42,53,31,2,9,18,23,116,2015-12-02,-9.0,-105.0,208.0
2635,201512070CHO,CHO,home,36,84,0.429,8,26,0.308,24,35,0.686,14,43,57,21,5,5,14,20,104,-2.5,-103.0,DET,away,32,87,0.368,10,34,0.294,10,22,0.455,7,34,41,17,11,2,12,20,84,2015-12-07,2.5,-108.0,197.5
2636,201512090CHO,CHO,home,40,81,0.494,11,27,0.407,8,17,0.471,3,37,40,27,9,5,10,21,99,1.0,-103.0,MIA,away,29,75,0.387,6,21,0.286,17,24,0.708,7,36,43,17,3,8,17,14,81,2015-12-09,-1.0,-103.0,192.0
