new_index,gid,team_slug_home,away_home_home,fg_home,fga_home,fg%_home,3p_home,3pa_home,3p%_home,ft_home,fta_home,ft%_home,orb_home,drb_home,trb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,betting_line_home,betting_line_terms,team_slug_away,away_home_away,fg_away,fga_away,fg%_away,3p_away,3pa_away,3p%_away,ft_away,fta_away,ft%_away,orb_away,drb_away,trb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,date,betting_line_away,over_under_terms,over_under
2435,201412230WAS,WAS,home,38,89,0.427,5,9,0.556,10,16,0.625,7,34,41,21,7,5,8,17,91,-2.5,-105.0,CHI,away,39,85,0.459,5,17,0.294,16,24,0.667,8,44,52,20,5,7,10,14,99,2014-12-23,2.5,-109.0,197.5
2436,201412270WAS,WAS,home,45,90,0.5,5,13,0.385,6,10,0.6,9,39,48,28,11,4,18,24,101,-9.5,-110.0,BOS,away,32,79,0.405,6,24,0.25,18,24,0.75,8,28,36,17,10,2,18,15,88,2014-12-27,9.5,-106.0,205.5
2437,201501070WAS,WAS,home,39,76,0.513,8,16,0.5,15,21,0.714,9,35,44,28,9,4,16,13,101,-14.5,102.0,NYK,away,34,82,0.415,11,26,0.423,12,16,0.75,10,31,41,18,11,0,15,22,91,2015-01-07,14.5,-107.0,187.5
2438,201501090WAS,WAS,home,41,86,0.477,8,15,0.533,12,19,0.632,12,36,48,27,9,7,13,18,102,-1.5,-105.0,CHI,away,32,83,0.386,10,26,0.385,12,19,0.632,11,35,46,16,9,8,16,15,86,2015-01-09,1.5,-108.0,195.5
2439,201501130WAS,WAS,home,37,75,0.493,6,12,0.5,21,24,0.875,8,40,48,20,4,7,15,14,101,-1.0,-102.0,SAS,away,38,96,0.396,9,29,0.31,8,12,0.667,8,26,34,26,3,4,7,17,93,2015-01-13,1.0,-106.0,195.0
2440,201501160WAS,WAS,home,31,73,0.425,4,17,0.235,14,16,0.875,8,29,37,23,6,5,19,26,80,-9.0,-105.0,BRK,away,37,81,0.457,4,12,0.333,24,31,0.774,8,31,39,18,12,4,10,19,102,2015-01-16,9.0,-105.0,191.0
2441,201501190WAS,WAS,home,45,81,0.556,7,13,0.538,14,18,0.778,13,40,53,26,8,5,22,22,111,-14.0,-105.0,PHI,away,28,85,0.329,6,24,0.25,14,23,0.609,10,20,30,19,11,4,16,17,76,2015-01-19,14.0,-110.0,192.5
2442,201501210WAS,WAS,home,38,100,0.38,7,30,0.233,20,26,0.769,13,45,58,23,8,3,9,20,103,-1.0,-105.0,OKC,away,40,102,0.392,6,29,0.207,19,23,0.826,11,46,57,21,5,5,10,21,105,2015-01-21,1.0,-105.0,207.0
2443,201501310WAS,WAS,home,37,79,0.468,10,24,0.417,32,41,0.78,12,28,40,26,8,6,22,24,116,-5.0,-107.0,TOR,away,44,88,0.5,11,26,0.423,21,30,0.7,6,28,34,26,7,8,13,29,120,2015-01-31,5.0,-106.0,203.5
2444,201502020WAS,WAS,home,33,81,0.407,6,15,0.4,16,19,0.842,10,33,43,19,7,3,12,23,88,-7.5,-110.0,CHO,away,37,79,0.468,4,15,0.267,14,19,0.737,6,36,42,21,6,3,11,18,92,2015-02-02,7.5,-108.0,186.5
2445,201502070WAS,WAS,home,44,87,0.506,9,20,0.45,17,23,0.739,16,35,51,31,9,3,14,24,114,-6.5,-108.0,BRK,away,26,77,0.338,4,18,0.222,21,31,0.677,13,25,38,17,8,4,15,20,77,2015-02-07,6.5,-105.0,192.0
2446,201502090WAS,WAS,home,33,77,0.429,7,25,0.28,23,27,0.852,13,40,53,25,7,3,20,14,96,-10.5,-108.0,ORL,away,33,83,0.398,4,22,0.182,10,15,0.667,8,25,33,18,13,6,11,24,80,2015-02-09,10.5,-106.0,194.5
2447,201502200WAS,WAS,home,38,86,0.442,1,16,0.063,12,16,0.75,12,31,43,22,7,7,17,23,89,3.0,-109.0,CLE,away,46,90,0.511,14,33,0.424,21,28,0.75,10,32,42,28,12,4,10,17,127,2015-02-20,-3.0,-109.0,198.5
2448,201502240WAS,WAS,home,42,79,0.532,5,18,0.278,18,21,0.857,9,36,45,23,4,4,26,20,107,6.5,-109.0,GSW,away,45,90,0.5,12,23,0.522,12,17,0.706,4,25,29,27,12,1,9,17,114,2015-02-24,-6.5,-109.0,204.0
2449,201502280WAS,WAS,home,37,78,0.474,7,20,0.35,18,25,0.72,12,31,43,21,14,2,12,16,99,-4.5,-113.0,DET,away,38,79,0.481,8,26,0.308,11,21,0.524,9,31,40,18,8,2,17,22,95,2015-02-28,4.5,-105.0,194.5
2450,201503060WAS,WAS,home,38,82,0.463,7,23,0.304,16,18,0.889,10,33,43,24,6,4,15,21,99,6.0,-110.0,MIA,away,37,79,0.468,10,27,0.37,13,19,0.684,8,29,37,18,5,2,14,19,97,2015-03-06,6.0,-110.0,193.0
2451,201503120WAS,WAS,home,40,80,0.5,5,17,0.294,22,31,0.71,10,32,42,25,11,5,13,24,107,-8.5,-104.0,MEM,away,31,80,0.388,3,19,0.158,22,30,0.733,14,27,41,18,9,3,21,29,87,2015-03-12,8.5,-108.0,182.5
2452,201503140WAS,WAS,home,43,81,0.531,13,26,0.5,14,17,0.824,9,32,41,28,8,6,13,25,113,-10.0,-103.0,SAC,away,35,77,0.455,6,19,0.316,21,28,0.75,11,25,36,24,4,3,16,17,97,2015-03-14,10.0,-109.0,207.5
2453,201503160WAS,WAS,home,41,82,0.5,7,12,0.583,16,26,0.615,6,37,43,25,5,4,6,17,105,-1.0,-108.0,POR,away,36,89,0.404,8,28,0.286,17,20,0.85,14,34,48,19,2,3,10,19,97,2015-03-16,1.0,-113.0,198.0
2454,201503250WAS,WAS,home,33,75,0.44,5,14,0.357,30,38,0.789,6,40,46,13,6,4,10,23,101,-3.0,-109.0,IND,away,38,85,0.447,9,26,0.346,18,28,0.643,9,34,43,21,7,2,10,23,103,2015-03-25,3.0,-108.0,188.5
2455,201503270WAS,WAS,home,44,113,0.389,9,25,0.36,13,22,0.591,17,55,72,25,9,9,16,26,110,-5.0,-106.0,CHO,away,36,104,0.346,8,25,0.32,27,35,0.771,10,51,61,25,11,11,11,17,107,2015-03-27,5.0,-108.0,188.0
2456,201503290WAS,WAS,home,29,75,0.387,4,15,0.267,29,37,0.784,11,32,43,17,14,5,17,22,91,2.0,-103.0,HOU,away,34,80,0.425,9,29,0.31,22,33,0.667,16,37,53,18,12,6,19,25,99,2015-03-29,-2.0,-103.0,204.0
2457,201504010WAS,WAS,home,44,76,0.579,4,12,0.333,14,22,0.636,9,38,47,33,7,4,16,20,106,-10.0,-108.0,PHI,away,36,91,0.396,10,34,0.294,11,17,0.647,11,23,34,18,10,3,11,20,93,2015-04-01,10.0,-113.0,190.0
2458,201504030WAS,WAS,home,43,93,0.462,7,16,0.438,8,12,0.667,12,36,48,32,8,8,11,17,101,-14.5,-106.0,NYK,away,31,84,0.369,7,21,0.333,18,20,0.9,9,33,42,17,6,5,11,15,87,2015-04-03,14.5,-107.0,190.0
2459,201504120WAS,WAS,home,39,85,0.459,9,21,0.429,21,27,0.778,14,37,51,22,8,6,19,19,108,-9.0,-110.0,ATL,away,36,87,0.414,9,29,0.31,18,24,0.75,7,31,38,24,10,2,11,22,99,2015-04-12,9.0,-110.0,194.0
2460,201510270ATL,ATL,home,37,82,0.451,8,27,0.296,12,15,0.8,7,33,40,22,9,4,15,25,94,-6.5,-110.0,DET,away,37,96,0.385,12,29,0.414,20,26,0.769,23,36,59,23,5,3,15,15,106,2015-10-27,6.5,-105.0,196.5
2461,201510300ATL,ATL,home,36,83,0.434,8,23,0.348,17,22,0.773,8,37,45,23,9,4,15,17,97,-4.0,-106.0,CHO,away,36,88,0.409,12,30,0.4,10,13,0.769,13,41,54,23,7,6,18,20,94,2015-10-30,4.0,-105.0,194.5
2462,201511040ATL,ATL,home,37,76,0.487,8,22,0.364,19,24,0.792,6,28,34,27,15,10,13,17,101,-7.0,-105.0,BRK,away,36,83,0.434,5,21,0.238,10,13,0.769,14,29,43,24,9,4,19,19,87,2015-11-04,7.0,-108.0,197.5
2463,201511070ATL,ATL,home,43,92,0.467,13,33,0.394,15,15,1.0,10,29,39,37,12,4,14,15,114,-5.0,-105.0,WAS,away,38,78,0.487,8,24,0.333,15,17,0.882,8,33,41,27,11,3,24,18,99,2015-11-07,5.0,-105.0,206.5
2464,201511090ATL,ATL,home,44,86,0.512,13,31,0.419,6,7,0.857,4,23,27,30,13,6,17,19,107,-8.5,104.0,MIN,away,46,80,0.575,7,15,0.467,18,22,0.818,8,32,40,27,10,5,19,18,117,2015-11-09,8.5,-106.0,204.0
2465,201511110ATL,ATL,home,42,86,0.488,10,26,0.385,12,16,0.75,8,36,44,26,10,7,12,16,106,-13.0,-105.0,NOP,away,37,83,0.446,14,29,0.483,10,15,0.667,8,32,40,21,6,0,19,21,98,2015-11-11,13.0,-108.0,208.5
2466,201511150ATL,ATL,home,37,76,0.487,8,22,0.364,14,17,0.824,8,25,33,26,9,5,15,16,96,-3.0,100.0,UTA,away,39,76,0.513,7,21,0.333,12,17,0.706,10,30,40,21,7,7,17,15,97,2015-11-15,3.0,-109.0,192.0
2467,201511180ATL,ATL,home,38,89,0.427,9,30,0.3,18,24,0.75,12,33,45,23,9,6,11,15,103,-2.5,-108.0,SAC,away,38,86,0.442,5,16,0.313,16,18,0.889,13,39,52,26,7,1,20,22,97,2015-11-18,2.5,-107.0,209.0
2468,201511240ATL,ATL,home,45,80,0.563,12,24,0.5,19,22,0.864,6,37,43,33,8,7,20,25,121,-2.5,100.0,BOS,away,34,82,0.415,9,21,0.429,20,26,0.769,10,23,33,23,14,2,16,19,97,2015-11-24,2.5,-110.0,205.0
2469,201511300ATL,ATL,home,39,90,0.433,10,28,0.357,18,20,0.9,14,37,51,23,9,8,12,15,106,3.0,-101.0,OKC,away,37,93,0.398,7,19,0.368,19,22,0.864,13,35,48,19,8,8,11,19,100,2015-11-30,-3.0,-101.0,213.5
2470,201512020ATL,ATL,home,33,90,0.367,8,27,0.296,12,16,0.75,13,30,43,22,8,7,12,20,86,-4.5,-105.0,TOR,away,36,79,0.456,6,25,0.24,18,24,0.75,8,42,50,12,10,5,12,18,96,2015-12-02,4.5,-108.0,196.0
2471,201512040ATL,ATL,home,37,74,0.5,10,26,0.385,16,20,0.8,9,34,43,24,11,9,17,11,100,-11.5,-105.0,LAL,away,32,86,0.372,13,27,0.481,10,13,0.769,15,27,42,19,10,7,16,14,87,2015-12-04,11.5,-110.0,206.5
2472,201512120ATL,ATL,home,30,80,0.375,5,24,0.208,13,16,0.813,7,26,33,21,15,3,17,15,78,3.0,102.0,SAS,away,36,74,0.486,10,20,0.5,21,22,0.955,6,43,49,26,11,2,23,16,103,2015-12-12,-3.0,102.0,190.0
2473,201512140ATL,ATL,home,33,84,0.393,8,33,0.242,14,15,0.933,7,30,37,25,7,4,14,21,88,-6.0,-104.0,MIA,away,40,89,0.449,7,16,0.438,13,15,0.867,15,39,54,26,6,5,15,16,100,2015-12-14,6.0,-105.0,192.5
2474,201512160ATL,ATL,home,48,78,0.615,10,21,0.476,21,24,0.875,2,23,25,32,11,7,12,21,127,-13.5,-108.0,PHI,away,39,75,0.52,12,26,0.462,16,24,0.667,7,25,32,20,5,2,22,21,106,2015-12-16,13.5,-105.0,199.5
2475,201512210ATL,ATL,home,37,77,0.481,9,29,0.31,23,28,0.821,2,29,31,21,8,1,10,17,106,-10.5,-105.0,POR,away,38,81,0.469,5,24,0.208,16,22,0.727,14,36,50,24,5,4,18,20,97,2015-12-21,10.5,-116.0,195.0
2476,201512230ATL,ATL,home,43,89,0.483,6,20,0.3,15,20,0.75,10,32,42,25,8,4,13,25,107,-7.0,-109.0,DET,away,38,89,0.427,7,21,0.333,17,33,0.515,13,33,46,18,7,9,14,20,100,2015-12-23,7.0,-111.0,200.0
2477,201512260ATL,ATL,home,47,88,0.534,8,25,0.32,15,18,0.833,10,27,37,33,13,4,9,17,117,-7.5,-101.0,NYK,away,39,81,0.481,7,24,0.292,13,17,0.765,12,30,42,25,6,8,22,15,98,2015-12-26,7.5,-110.0,203.0
2478,201601050ATL,ATL,home,37,87,0.425,15,39,0.385,12,19,0.632,14,27,41,22,3,4,13,24,101,-7.5,-103.0,NYK,away,40,84,0.476,5,18,0.278,22,24,0.917,11,35,46,20,7,6,9,20,107,2016-01-05,7.5,-106.0,202.5
2479,201601090ATL,ATL,home,49,94,0.521,10,24,0.417,12,15,0.8,8,32,40,33,15,13,15,22,120,-2.5,-109.0,CHI,away,36,83,0.434,7,18,0.389,26,31,0.839,12,34,46,16,7,6,21,13,105,2016-01-09,2.5,-109.0,208.5
2480,201601160ATL,ATL,home,44,79,0.557,8,29,0.276,18,24,0.75,5,35,40,34,14,5,10,20,114,-10.5,100.0,BRK,away,34,78,0.436,6,20,0.3,12,19,0.632,7,29,36,22,5,3,17,17,86,2016-01-16,10.5,-106.0,206.0
2481,201601180ATL,ATL,home,41,80,0.513,9,19,0.474,7,10,0.7,4,43,47,31,9,6,17,20,98,-7.5,-104.0,ORL,away,30,87,0.345,6,22,0.273,15,20,0.75,11,31,42,21,11,5,13,13,81,2016-01-18,7.5,-107.0,198.0
2482,201601270ATL,ATL,home,33,79,0.418,10,23,0.435,7,14,0.5,8,41,49,21,6,3,22,17,83,-5.0,-117.0,LAC,away,33,85,0.388,5,27,0.185,14,21,0.667,9,37,46,18,16,5,11,14,85,2016-01-27,5.0,-105.0,206.0
2483,201602010ATL,ATL,home,42,80,0.525,14,35,0.4,14,19,0.737,5,45,50,29,2,6,15,25,112,-6.5,100.0,DAL,away,31,85,0.365,7,26,0.269,28,38,0.737,10,27,37,14,5,2,6,18,97,2016-02-01,6.5,-105.0,198.5
2484,201602050ATL,ATL,home,39,76,0.513,10,27,0.37,14,20,0.7,3,29,32,29,10,5,15,16,102,-5.0,-110.0,IND,away,38,91,0.418,13,31,0.419,7,9,0.778,19,34,53,23,6,4,19,18,96,2016-02-05,5.0,-105.0,209.0
2485,201602080ATL,ATL,home,43,92,0.467,12,29,0.414,12,20,0.6,8,39,47,31,9,4,14,20,110,-8.5,-114.0,ORL,away,46,93,0.495,9,29,0.31,16,22,0.727,6,41,47,37,11,8,13,22,117,2016-02-08,8.5,-110.0,202.5
2486,201602190ATL,ATL,home,41,87,0.471,16,36,0.444,13,13,1.0,8,34,42,27,7,4,21,23,111,-10.0,-110.0,MIA,away,44,88,0.5,8,20,0.4,19,28,0.679,10,36,46,27,13,1,14,12,115,2016-02-19,10.0,-110.0,197.0
2487,201602200ATL,ATL,home,44,106,0.415,9,41,0.22,12,18,0.667,10,39,49,31,11,8,16,27,109,-8.5,-105.0,MIL,away,46,104,0.442,3,17,0.176,22,32,0.688,17,48,65,23,12,10,17,21,117,2016-02-20,8.5,-105.0,206.5
2488,201602220ATL,ATL,home,36,86,0.419,10,34,0.294,10,16,0.625,8,39,47,23,7,7,17,17,92,6.0,-107.0,GSW,away,39,89,0.438,14,45,0.311,10,12,0.833,6,37,43,30,14,8,13,17,102,2016-02-22,-6.0,-107.0,226.5
2489,201602260ATL,ATL,home,37,89,0.416,7,34,0.206,22,24,0.917,13,35,48,28,14,11,11,21,103,-7.5,-105.0,CHI,away,32,88,0.364,5,20,0.25,19,22,0.864,17,32,49,19,3,2,20,20,88,2016-02-26,7.5,-105.0,209.0
2490,201602280ATL,ATL,home,38,77,0.494,8,17,0.471,3,5,0.6,6,42,48,29,4,5,15,19,87,-4.5,-107.0,CHO,away,27,81,0.333,7,32,0.219,15,23,0.652,10,31,41,16,7,4,6,12,76,2016-02-28,4.5,-110.0,201.0
2491,201603120ATL,ATL,home,36,84,0.429,11,34,0.324,12,17,0.706,8,39,47,27,9,12,11,14,95,-14.0,-108.0,MEM,away,33,95,0.347,6,23,0.261,11,14,0.786,20,38,58,15,10,5,16,14,83,2016-03-12,14.0,-105.0,193.5
2492,201603130ATL,ATL,home,40,85,0.471,15,30,0.5,9,10,0.9,9,41,50,27,11,6,15,13,104,-5.0,-105.0,IND,away,33,87,0.379,5,24,0.208,4,7,0.571,7,31,38,24,9,5,16,14,75,2016-03-13,5.0,-110.0,198.5
2493,201603170ATL,ATL,home,40,80,0.5,12,26,0.462,24,28,0.857,7,33,40,32,5,8,12,16,116,-7.5,-110.0,DEN,away,39,87,0.448,6,22,0.273,14,17,0.824,9,30,39,22,6,4,14,22,98,2016-03-17,7.5,-109.0,210.0
2494,201603190ATL,ATL,home,44,88,0.5,14,38,0.368,7,12,0.583,9,31,40,32,12,6,16,20,109,-6.5,-102.0,HOU,away,33,84,0.393,5,23,0.217,26,31,0.839,15,36,51,15,11,3,17,17,97,2016-03-19,6.5,-109.0,215.0
2495,201603210ATL,ATL,home,38,78,0.487,13,33,0.394,13,17,0.765,2,31,33,23,5,6,14,15,102,-7.0,-110.0,WAS,away,46,91,0.505,13,25,0.52,12,20,0.6,9,35,44,27,10,3,9,17,117,2016-03-21,7.0,-106.0,209.0
2496,201603250ATL,ATL,home,41,97,0.423,5,32,0.156,14,17,0.824,17,28,45,26,10,6,11,21,101,-9.0,-107.0,MIL,away,35,84,0.417,3,13,0.231,17,26,0.654,16,33,49,16,4,9,15,16,90,2016-03-25,9.0,-107.0,201.0
2497,201604010ATL,ATL,home,38,95,0.4,9,30,0.3,23,26,0.885,5,43,48,25,5,8,15,27,108,-2.5,-102.0,CLE,away,39,98,0.398,12,38,0.316,20,31,0.645,11,46,57,27,9,6,12,23,110,2016-04-01,2.5,-105.0,206.5
2498,201604050ATL,ATL,home,39,95,0.411,11,34,0.324,14,19,0.737,13,37,50,26,16,3,16,21,103,-15.0,-110.0,PHO,away,30,81,0.37,12,31,0.387,18,30,0.6,11,40,51,19,13,4,24,19,90,2016-04-05,15.0,-105.0,206.0
2499,201604070ATL,ATL,home,33,76,0.434,12,32,0.375,17,21,0.81,5,36,41,23,4,12,13,19,95,-5.0,-105.0,TOR,away,32,84,0.381,8,21,0.381,15,20,0.75,8,38,46,16,10,4,11,16,87,2016-04-07,5.0,-105.0,201.0
2500,201604090ATL,ATL,home,46,88,0.523,17,33,0.515,9,11,0.818,5,39,44,31,10,10,17,22,118,-5.5,-105.0,BOS,away,40,90,0.444,11,28,0.393,16,24,0.667,10,30,40,26,10,6,15,21,107,2016-04-09,5.5,-110.0,208.0
2501,201510280BOS,BOS,home,39,85,0.459,8,24,0.333,26,27,0.963,10,31,41,31,10,7,17,23,112,-12.5,100.0,PHI,away,34,83,0.41,7,22,0.318,20,23,0.87,14,32,46,12,11,6,22,22,95,2015-10-28,12.5,-106.0,198.0
2502,201510300BOS,BOS,home,32,85,0.376,7,26,0.269,32,41,0.78,7,31,38,23,14,3,17,28,103,-2.0,-104.0,TOR,away,36,82,0.439,11,26,0.423,30,35,0.857,9,44,53,23,11,3,21,33,113,2015-10-30,2.0,-107.0,200.0
2503,201511010BOS,BOS,home,35,98,0.357,6,29,0.207,11,14,0.786,16,29,45,21,10,5,16,23,87,6.0,-103.0,SAS,away,36,83,0.434,5,19,0.263,18,25,0.72,10,41,51,22,10,6,18,16,95,2015-11-01,-6.0,-103.0,202.5
2504,201511060BOS,BOS,home,44,97,0.454,12,30,0.4,18,23,0.783,15,38,53,24,18,5,17,21,118,-1.5,-106.0,WAS,away,36,88,0.409,8,25,0.32,18,23,0.783,10,35,45,23,10,8,24,27,98,2015-11-06,1.5,-109.0,210.0
2505,201511110BOS,BOS,home,32,77,0.416,4,24,0.167,23,32,0.719,8,28,36,18,10,3,18,26,91,-3.5,-105.0,IND,away,38,79,0.481,6,17,0.353,20,31,0.645,10,31,41,20,9,6,18,28,102,2015-11-11,3.5,-105.0,202.5
2506,201511130BOS,BOS,home,42,103,0.408,11,33,0.333,11,12,0.917,17,33,50,27,10,7,10,18,106,1.5,100.0,ATL,away,36,76,0.474,6,20,0.3,15,20,0.75,5,30,35,26,3,2,16,14,93,2015-11-13,-1.5,100.0,206.5
2507,201511180BOS,BOS,home,38,92,0.413,8,26,0.308,18,24,0.75,14,29,43,22,12,1,14,28,102,-5.0,100.0,DAL,away,37,72,0.514,7,20,0.35,25,35,0.714,7,32,39,22,7,7,17,22,106,2015-11-18,5.0,-105.0,207.5
2508,201511200BOS,BOS,home,51,87,0.586,10,29,0.345,8,10,0.8,7,34,41,39,10,4,16,19,120,-9.0,102.0,BRK,away,35,89,0.393,8,19,0.421,17,24,0.708,14,30,44,17,10,0,19,13,95,2015-11-20,9.0,-110.0,204.0
2509,201511250BOS,BOS,home,31,91,0.341,9,29,0.31,13,18,0.722,11,43,54,18,7,6,16,12,84,-11.5,-107.0,PHI,away,31,83,0.373,7,27,0.259,11,15,0.733,7,43,50,12,11,14,18,21,80,2015-11-25,11.5,-106.0,202.0
2510,201511270BOS,BOS,home,42,97,0.433,12,33,0.364,15,19,0.789,19,39,58,28,11,7,15,15,111,-3.0,-102.0,WAS,away,27,84,0.321,5,18,0.278,19,22,0.864,13,33,46,16,7,4,22,19,78,2015-11-27,3.0,-108.0,211.0
2511,201512090BOS,BOS,home,38,92,0.413,5,23,0.217,24,28,0.857,13,32,45,22,10,4,12,22,105,-3.5,-111.0,CHI,away,39,91,0.429,6,21,0.286,16,23,0.696,15,35,50,22,7,5,16,18,100,2015-12-09,3.5,-108.0,200.0
2512,201512110BOS,BOS,home,49,114,0.43,12,33,0.364,9,16,0.563,11,40,51,32,7,9,15,30,119,5.0,100.0,GSW,away,42,107,0.393,9,31,0.29,31,39,0.795,17,50,67,28,10,11,18,22,124,2015-12-11,-5.0,100.0,214.0
2513,201512150BOS,BOS,home,28,87,0.322,9,32,0.281,12,14,0.857,12,29,41,18,6,6,10,11,77,1.0,-105.0,CLE,away,36,78,0.462,8,23,0.348,9,10,0.9,6,40,46,17,5,7,14,17,89,2015-12-15,-1.0,-105.0,202.5
2514,201512180BOS,BOS,home,34,77,0.442,10,23,0.435,23,31,0.742,6,37,43,19,5,2,21,25,101,-3.5,-101.0,ATL,away,41,88,0.466,4,20,0.2,23,29,0.793,9,33,42,23,11,4,12,28,109,2015-12-18,3.5,-110.0,207.0
2515,201512210BOS,BOS,home,46,89,0.517,12,25,0.48,9,16,0.563,12,38,50,34,6,9,16,22,113,-7.5,103.0,MIN,away,36,79,0.456,2,13,0.154,25,32,0.781,6,30,36,20,9,6,12,19,99,2015-12-21,7.5,-106.0,210.0
2516,201512270BOS,BOS,home,36,85,0.424,8,20,0.4,20,29,0.69,12,39,51,18,5,4,10,24,100,-8.5,-105.0,NYK,away,33,89,0.371,4,19,0.211,21,24,0.875,13,35,48,15,6,4,13,23,91,2015-12-27,8.5,-105.0,202.5
2517,201512300BOS,BOS,home,38,88,0.432,7,27,0.259,21,25,0.84,9,36,45,23,7,5,10,20,104,-13.5,-105.0,LAL,away,43,94,0.457,9,19,0.474,17,23,0.739,13,39,52,22,5,2,10,22,112,2015-12-30,13.5,-105.0,206.5
2518,201601020BOS,BOS,home,34,88,0.386,7,32,0.219,22,28,0.786,16,35,51,17,8,4,14,24,97,-9.5,-105.0,BRK,away,38,93,0.409,3,18,0.167,21,22,0.955,14,36,50,23,5,2,14,21,100,2016-01-02,9.5,-109.0,203.5
2519,201601060BOS,BOS,home,34,91,0.374,6,28,0.214,20,27,0.741,13,26,39,23,5,5,10,28,94,-3.0,-105.0,DET,away,33,74,0.446,10,27,0.37,23,36,0.639,11,36,47,18,4,5,18,27,99,2016-01-06,3.0,-105.0,202.0
2520,201601130BOS,BOS,home,40,90,0.444,9,26,0.346,14,20,0.7,14,35,49,24,7,2,19,18,103,-3.5,-105.0,IND,away,37,91,0.407,5,30,0.167,15,20,0.75,13,35,48,18,12,3,17,20,94,2016-01-13,3.5,-109.0,204.0
2521,201601150BOS,BOS,home,42,96,0.438,14,30,0.467,19,29,0.655,17,39,56,30,12,5,12,19,117,-9.0,-109.0,PHO,away,35,89,0.393,10,27,0.37,23,28,0.821,9,36,45,24,9,5,14,22,103,2016-01-15,9.0,-106.0,209.0
2522,201601220BOS,BOS,home,43,96,0.448,8,23,0.348,16,21,0.762,16,30,46,26,14,6,12,22,110,-3.5,-113.0,CHI,away,38,89,0.427,3,13,0.231,22,26,0.846,15,35,50,11,7,4,20,19,101,2016-01-22,3.5,-107.0,209.5
2523,201601270BOS,BOS,home,41,96,0.427,9,28,0.321,20,24,0.833,14,34,48,29,15,5,11,24,111,-9.5,-105.0,DEN,away,36,84,0.429,7,21,0.333,24,32,0.75,14,39,53,23,4,6,20,22,103,2016-01-27,9.5,-105.0,214.5
2524,201601290BOS,BOS,home,43,86,0.5,10,24,0.417,17,21,0.81,8,38,46,28,8,6,12,20,113,-8.0,-110.0,ORL,away,32,79,0.405,7,20,0.35,23,29,0.793,9,32,41,17,9,4,16,18,94,2016-01-29,8.0,-106.0,206.0
2525,201602030BOS,BOS,home,42,96,0.438,7,21,0.333,11,13,0.846,6,43,49,28,8,7,10,24,102,-4.0,-110.0,DET,away,32,85,0.376,11,34,0.324,20,28,0.714,9,39,48,18,3,5,16,18,95,2016-02-03,4.0,-105.0,209.5
2526,201602070BOS,BOS,home,51,91,0.56,13,24,0.542,13,15,0.867,12,37,49,34,9,5,24,19,128,-7.5,-105.0,SAC,away,47,95,0.495,10,26,0.385,15,19,0.789,7,25,32,32,15,5,14,18,119,2016-02-07,7.5,-110.0,217.5
2527,201602100BOS,BOS,home,47,95,0.495,13,33,0.394,32,37,0.865,8,35,43,34,5,2,10,33,139,-1.5,-106.0,LAC,away,44,85,0.518,12,30,0.4,34,50,0.68,9,35,44,25,7,9,14,29,134,2016-02-10,1.5,-109.0,210.5
2528,201602250BOS,BOS,home,41,84,0.488,5,23,0.217,25,33,0.758,9,33,42,21,9,3,16,21,112,-7.5,-105.0,MIL,away,42,87,0.483,4,15,0.267,19,25,0.76,7,28,35,26,9,7,14,27,107,2016-02-25,7.5,-110.0,215.0
2529,201602270BOS,BOS,home,39,96,0.406,5,16,0.313,18,22,0.818,12,36,48,26,12,6,11,19,101,-5.5,-101.0,MIA,away,36,87,0.414,1,13,0.077,16,23,0.696,14,40,54,19,7,12,18,19,89,2016-02-27,5.5,-107.0,210.5
2530,201602290BOS,BOS,home,37,84,0.44,6,18,0.333,20,29,0.69,11,36,47,27,6,13,9,18,100,-4.5,-106.0,UTA,away,38,101,0.376,7,24,0.292,12,17,0.706,15,37,52,23,6,4,9,21,95,2016-02-29,4.5,-105.0,205.0
2531,201603020BOS,BOS,home,43,107,0.402,7,26,0.269,23,24,0.958,19,38,57,20,9,8,5,16,116,-6.0,-110.0,POR,away,34,84,0.405,11,29,0.379,14,20,0.7,12,36,48,15,4,7,14,21,93,2016-03-02,6.0,-108.0,220.5
2532,201603040BOS,BOS,home,41,90,0.456,4,20,0.2,19,25,0.76,13,38,51,20,8,2,8,14,105,-10.0,-102.0,NYK,away,42,92,0.457,9,23,0.391,11,14,0.786,10,35,45,22,4,3,10,18,104,2016-03-04,10.0,-107.0,210.5
2533,201603090BOS,BOS,home,41,87,0.471,15,32,0.469,19,24,0.792,7,31,38,26,9,7,13,27,116,-11.0,100.0,MEM,away,32,84,0.381,7,26,0.269,25,31,0.806,16,32,48,20,8,7,19,22,96,2016-03-09,11.0,-109.0,210.5
2534,201603110BOS,BOS,home,34,91,0.374,8,31,0.258,22,28,0.786,14,31,45,24,14,3,14,17,98,-4.5,-107.0,HOU,away,40,88,0.455,5,26,0.192,17,25,0.68,15,35,50,19,8,3,17,21,102,2016-03-11,4.5,-106.0,224.5
2535,201603160BOS,BOS,home,40,93,0.43,5,19,0.263,24,27,0.889,16,26,42,17,4,4,11,22,109,5.0,-108.0,OKC,away,47,96,0.49,12,29,0.414,24,30,0.8,16,37,53,23,7,5,10,24,130,2016-03-16,-5.0,-108.0,219.5
